Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN6379357-1,    6.34257,   -56.24,          0,     0.00,          0,     0.00,          0,     0.00,    6.34257,   -56.24,    6.34269,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,    6.34269,   123.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6291252-2,    101.711,   -29.63,    114.973,  -153.79,    150.444,    82.61,          0,     0.00,    48.3655,    84.54,    101.711,   150.37,    114.973,    26.20,    150.444,   -97.39,          0,     0.00,    48.3655,   -95.46,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6440002-3,    18.9734,   -59.74,          0,     0.00,          0,     0.00,          0,     0.00,    18.9734,   -59.74,    18.9735,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,    18.9735,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6076346-1,    10.6916,   -58.96,    68.7237,   178.26, 0.00947784,   165.50,          0,     0.00,    63.5835,  -173.61,    10.6925,   121.02,    68.7246,    -1.74, 0.00647801,   -14.49,          0,     0.00,    63.5835,     6.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8978752-1,    12.6644,   -51.55,      13.85,  -171.56,      14.25,    69.13,          0,     0.00,     1.5558,   118.75,    12.6646,   128.44,    13.8502,     8.43,    14.2502,  -110.88,          0,     0.00,     1.5558,   -61.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621834-1,    5.32386,   -59.80,          0,     0.00,          0,     0.00,          0,     0.00,    5.32386,   -59.80,    5.32444,   120.17,          0,     0.00,          0,     0.00,          0,     0.00,    5.32444,   120.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108123-1,   0.859609,   178.14,          0,     0.00,          0,     0.00,          0,     0.00,   0.859609,   178.14,   0.859903,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,   0.859903,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6505952-4,    1.10305,  -171.37,          0,     0.00,          0,     0.00,          0,     0.00,    1.10305,  -171.37,    1.10306,     8.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.10306,     8.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5835159-1,   0.839344,   179.84,          0,     0.00,          0,     0.00,          0,     0.00,   0.839344,   179.84,   0.839576,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,   0.839576,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5698090-2,    3.82583,   -58.52,     6.5804,    64.30,          0,     0.00,          0,     0.00,    5.53641,    28.79,    3.82583,   121.48,    6.58042,  -115.70,          0,     0.00,          0,     0.00,    5.53641,  -151.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714050-1,    2.08191,   -59.64,          0,     0.00,          0,     0.00,          0,     0.00,    2.08191,   -59.64,    2.08224,   120.33,          0,     0.00,          0,     0.00,          0,     0.00,    2.08224,   120.33,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502529-1,    2.09838,   178.05,          0,     0.00,          0,     0.00,          0,     0.00,    2.09838,   178.05,     2.0984,    -1.95,          0,     0.00,          0,     0.00,          0,     0.00,     2.0984,    -1.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5594236-1,    117.359,   -32.95,    135.553,  -156.92,    166.005,    81.18,          0,     0.00,    47.0639,    90.92,    117.359,   147.05,    135.553,    23.08,    166.004,   -98.82,          0,     0.00,    47.0639,   -89.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593248-1,   0.855328,   178.42,          0,     0.00,          0,     0.00,          0,     0.00,   0.855328,   178.42,    0.85592,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,    0.85592,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5865272-1,    24.8128,   -55.56,     43.997,  -176.80,    8.49941,    65.26,          0,     0.00,    30.4092,  -150.01,    24.8133,   124.44,    43.9976,     3.20,    8.49979,  -114.75,          0,     0.00,    30.4092,    29.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5924696-3,   0.758806,   -59.26,          0,     0.00,          0,     0.00,          0,     0.00,   0.758806,   -59.26,   0.759038,   120.68,          0,     0.00,          0,     0.00,          0,     0.00,   0.759038,   120.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5589096-1,    1.28537,   -52.56,          0,     0.00,          0,     0.00,          0,     0.00,    1.28537,   -52.56,    1.28542,   127.44,          0,     0.00,          0,     0.00,          0,     0.00,    1.28542,   127.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017295-1,    46.0054,   178.09,          0,     0.00,          0,     0.00,          0,     0.00,    46.0054,   178.09,     46.006,    -1.91,          0,     0.00,          0,     0.00,          0,     0.00,     46.006,    -1.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5970852-1,    28.7753,    64.11,          0,     0.00,          0,     0.00,          0,     0.00,    28.7753,    64.11,    28.7754,  -115.89,          0,     0.00,          0,     0.00,          0,     0.00,    28.7754,  -115.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683820-1,    1.44269,    65.48,          0,     0.00,          0,     0.00,          0,     0.00,    1.44269,    65.48,     1.4428,  -114.53,          0,     0.00,          0,     0.00,          0,     0.00,     1.4428,  -114.53,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6286966-3,   0.830613,   178.88,          0,     0.00,          0,     0.00,          0,     0.00,   0.830613,   178.88,   0.830713,    -1.15,          0,     0.00,          0,     0.00,          0,     0.00,   0.830713,    -1.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6167715-1,   0.850251,  -176.57,          0,     0.00,          0,     0.00,          0,     0.00,   0.850251,  -176.57,   0.850295,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,   0.850295,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108140-2,    1.29799,   -59.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.29799,   -59.63,    1.29805,   120.36,          0,     0.00,          0,     0.00,          0,     0.00,    1.29805,   120.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6228279-1,    2.81386,   -59.76,          0,     0.00,          0,     0.00,          0,     0.00,    2.81386,   -59.76,    2.81395,   120.24,          0,     0.00,          0,     0.00,          0,     0.00,    2.81395,   120.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5803264-2,    1.26934,   -59.05,          0,     0.00,          0,     0.00,          0,     0.00,    1.26934,   -59.05,    1.26938,   120.95,          0,     0.00,          0,     0.00,          0,     0.00,    1.26938,   120.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6132680-1,    13.9888,   -58.92,    70.1209,   178.29,      5.129,    65.05,          0,     0.00,    60.9289,  -175.07,    13.9896,   121.07,    70.1218,    -1.72,    5.12953,  -114.99,          0,     0.00,    60.9289,     4.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5531195-1,    99.8201,   -29.14,    108.726,  -152.57,    94.7666,    92.55,          0,     0.00,    14.1203,  -163.47,    99.8199,   150.86,    108.725,    27.43,    94.7662,   -87.45,          0,     0.00,    14.1203,    16.53,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5985361-1,      30.68,   -55.17,    41.8219,  -176.19,    11.5041,    67.09,          0,     0.00,     26.284,  -138.64,    30.6811,   124.82,    41.8232,     3.81,    11.5049,  -112.93,          0,     0.00,    26.2839,    41.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6102293-1,    4.72003,   -59.96,          0,     0.00,          0,     0.00,          0,     0.00,    4.72003,   -59.96,    4.72074,   120.01,          0,     0.00,          0,     0.00,          0,     0.00,    4.72074,   120.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8989758-1,    2.72711,   -55.24,    2.90889,  -176.25,    2.88151,    66.95,          0,     0.00,   0.311366,   134.86,    2.72734,   124.74,    2.90913,     3.73,    2.88177,  -113.07,          0,     0.00,    0.31134,   -45.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229790-1,    3.68772,    66.44,          0,     0.00,          0,     0.00,          0,     0.00,    3.68772,    66.44,    3.68802,  -113.58,          0,     0.00,          0,     0.00,          0,     0.00,    3.68802,  -113.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956469-1,    2.87822,    65.57,          0,     0.00,          0,     0.00,          0,     0.00,    2.87822,    65.57,    2.87847,  -114.45,          0,     0.00,          0,     0.00,          0,     0.00,    2.87847,  -114.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5803270-3,    2.31003,    65.51,          0,     0.00,          0,     0.00,          0,     0.00,    2.31003,    65.51,    2.31016,  -114.50,          0,     0.00,          0,     0.00,          0,     0.00,    2.31016,  -114.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048102-6,    18.4372,   -55.19,          0,     0.00,          0,     0.00,          0,     0.00,    18.4372,   -55.19,    18.4373,   124.81,          0,     0.00,          0,     0.00,          0,     0.00,    18.4373,   124.81,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6440070-1, 0.00666624,    45.23,          0,     0.00,          0,     0.00,          0,     0.00, 0.00666624,    45.23, 0.00231211,  -134.77,          0,     0.00,          0,     0.00,          0,     0.00, 0.00231211,  -134.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6048626-1,    398.086,   -50.14,    382.036,  -171.79,    266.035,    77.49,          0,     0.00,    119.821,  -123.06,    398.087,   129.86,    382.036,     8.21,    266.035,  -102.51,          0,     0.00,    119.821,    56.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6076248-1,    51.6042,    66.59,          0,     0.00,          0,     0.00,          0,     0.00,    51.6042,    66.59,    51.6043,  -113.41,          0,     0.00,          0,     0.00,          0,     0.00,    51.6043,  -113.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6137083-1, 0.000776508,   169.47,          0,     0.00,          0,     0.00,          0,     0.00, 0.000776508,   169.47, 1.45519E-011,    90.00,          0,     0.00,          0,     0.00,          0,     0.00, 1.45519E-011,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6286261-1,     2.1579,  -175.60,          0,     0.00,          0,     0.00,          0,     0.00,     2.1579,  -175.60,    2.15824,     4.37,          0,     0.00,          0,     0.00,          0,     0.00,    2.15824,     4.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653477-1,    2.10681,   179.85,          0,     0.00,          0,     0.00,          0,     0.00,    2.10681,   179.85,     2.1072,    -0.19,          0,     0.00,          0,     0.00,          0,     0.00,     2.1072,    -0.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6078810-1,    1.92861,   -52.44,          0,     0.00,          0,     0.00,          0,     0.00,    1.92861,   -52.44,    1.92884,   127.54,          0,     0.00,          0,     0.00,          0,     0.00,    1.92884,   127.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199526-1,   0.778191,   -55.64,          0,     0.00,          0,     0.00,          0,     0.00,   0.778191,   -55.64,   0.778467,   124.28,          0,     0.00,          0,     0.00,          0,     0.00,   0.778467,   124.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108125-2,    292.571,   -48.85,    299.748,  -170.92,     201.69,    80.85,          0,     0.00,    98.9136,  -136.18,    292.571,   131.15,    299.748,     9.08,     201.69,   -99.15,          0,     0.00,    98.9135,    43.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108149-1,    1.78945,   -55.62,          0,     0.00,          0,     0.00,          0,     0.00,    1.78945,   -55.62,    1.78992,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,    1.78992,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6230759-1,   0.823766,  -175.28,          0,     0.00,          0,     0.00,          0,     0.00,   0.823766,  -175.28,   0.824381,     4.56,          0,     0.00,          0,     0.00,          0,     0.00,   0.824381,     4.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979249-1,     2.7282,   -55.25,       2.91,  -176.26,    2.88233,    66.94,          0,     0.00,   0.311333,   134.88,    2.72834,   124.74,    2.91013,     3.73,    2.88248,  -113.07,          0,     0.00,   0.311318,   -45.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5865237-1,   0.840006,   178.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.840006,   178.07,   0.840343,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,   0.840343,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5706733-2,    2.87655,    65.57,          0,     0.00,          0,     0.00,          0,     0.00,    2.87655,    65.57,    2.87658,  -114.43,          0,     0.00,          0,     0.00,          0,     0.00,    2.87658,  -114.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5745348-1,    116.142,   -32.74,    130.957,  -156.32,    156.692,    82.00,          0,     0.00,    39.7579,    90.60,    116.142,   147.26,    130.957,    23.68,    156.692,   -98.00,          0,     0.00,    39.7578,   -89.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5898059-2,    1.79576,   -59.42,          0,     0.00,          0,     0.00,          0,     0.00,    1.79576,   -59.42,    1.79608,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,    1.79608,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744367-1,    24.4163,   178.19,          0,     0.00,          0,     0.00,          0,     0.00,    24.4163,   178.19,    24.4169,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,    24.4169,    -1.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773136-1,   0.568974,    64.86,          0,     0.00,          0,     0.00,          0,     0.00,   0.568974,    64.86,   0.569496,  -115.34,          0,     0.00,          0,     0.00,          0,     0.00,   0.569496,  -115.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472403-2,    19.4531,   -59.46,  0.0340334,   -73.56,     12.614,    65.05,          0,     0.00,    16.1275,   -19.38,    19.4532,   120.54,  0.0336852,   106.44,     12.614,  -114.95,          0,     0.00,    16.1275,   160.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5712496-1,    2.07092,   -56.25,          0,     0.00,          0,     0.00,          0,     0.00,    2.07092,   -56.25,    2.07104,   123.73,          0,     0.00,          0,     0.00,          0,     0.00,    2.07104,   123.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5772710-1,    11.5075,   -59.71,          0,     0.00,          0,     0.00,          0,     0.00,    11.5075,   -59.71,     11.508,   120.28,          0,     0.00,          0,     0.00,          0,     0.00,     11.508,   120.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6139544-1,    30.3287,    70.00,          0,     0.00,          0,     0.00,          0,     0.00,    30.3287,    70.00,    30.3299,  -110.01,          0,     0.00,          0,     0.00,          0,     0.00,    30.3299,  -110.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6015788-2,    12.9977,   -55.27,          0,     0.00,          0,     0.00,          0,     0.00,    12.9977,   -55.27,    12.9981,   124.73,          0,     0.00,          0,     0.00,          0,     0.00,    12.9981,   124.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591702-1,    22.9872,   179.81,          0,     0.00,          0,     0.00,          0,     0.00,    22.9872,   179.81,    22.9878,    -0.20,          0,     0.00,          0,     0.00,          0,     0.00,    22.9878,    -0.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5986923-1,    12.0411,   178.28,          0,     0.00,          0,     0.00,          0,     0.00,    12.0411,   178.28,    12.0417,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,    12.0417,    -1.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6301772-2,    8.88844,   -55.68,          0,     0.00,          0,     0.00,          0,     0.00,    8.88844,   -55.68,    8.88852,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,    8.88852,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6001653-2,    18.2711,   -59.70,    40.7475,   178.03,    12.9875,    64.78,          0,     0.00,    26.1042,  -174.23,    18.2717,   120.29,    40.7481,    -1.98,    12.9878,  -115.23,          0,     0.00,    26.1042,     5.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017283-1,    3.79672,  -176.93,          0,     0.00,          0,     0.00,          0,     0.00,    3.79672,  -176.93,    3.79707,     3.05,          0,     0.00,          0,     0.00,          0,     0.00,    3.79707,     3.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5686079-1,    52.7738,   -59.73,    69.6868,   178.13,    38.6697,    64.79,          0,     0.00,    27.8462,  -162.64,    52.7747,   120.27,    69.6877,    -1.88,    38.6702,  -115.21,          0,     0.00,    27.8462,    17.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5527264-7,    292.571,   -48.85,    299.747,  -170.92,     201.69,    80.85,          0,     0.00,    98.9136,  -136.18,    292.571,   131.15,    299.748,     9.08,     201.69,   -99.15,          0,     0.00,    98.9136,    43.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683813-1,   0.762421,   -59.15,          0,     0.00,          0,     0.00,          0,     0.00,   0.762421,   -59.15,   0.762519,   120.83,          0,     0.00,          0,     0.00,          0,     0.00,   0.762519,   120.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5986935-1,    38.3276,   -55.58,    49.1106,  -176.76,    19.1693,    65.20,          0,     0.00,    25.7322,  -138.68,    38.3282,   124.42,    49.1113,     3.24,    19.1698,  -114.81,          0,     0.00,    25.7323,    41.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956457-3,    20.6937,   -59.07,    50.5537,   178.13,    39.1363,    64.18,          0,     0.00,     29.795,   140.05,    20.6941,   120.93,    50.5541,    -1.88,    39.1366,  -115.83,          0,     0.00,    29.7949,   -39.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5654471-1,    116.142,   -32.73,      134.2,  -156.75,    156.692,    82.00,          0,     0.00,    39.5644,    95.50,    116.142,   147.26,      134.2,    23.25,    156.692,   -98.00,          0,     0.00,    39.5643,   -84.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6409800-1,    1.29631,   -59.85,          0,     0.00,          0,     0.00,          0,     0.00,    1.29631,   -59.85,    1.29649,   120.12,          0,     0.00,          0,     0.00,          0,     0.00,    1.29649,   120.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411365-1,    1.27567,   -59.19,          0,     0.00,          0,     0.00,          0,     0.00,    1.27567,   -59.19,    1.27662,   120.65,          0,     0.00,          0,     0.00,          0,     0.00,    1.27662,   120.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6320328-1,    16.1813,    66.52,          0,     0.00,          0,     0.00,          0,     0.00,    16.1813,    66.52,    16.1821,  -113.49,          0,     0.00,          0,     0.00,          0,     0.00,    16.1821,  -113.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5712477-3,     15.097,    65.60,          0,     0.00,          0,     0.00,          0,     0.00,     15.097,    65.60,    15.0975,  -114.40,          0,     0.00,          0,     0.00,          0,     0.00,    15.0975,  -114.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621857-3,    0.75538,   -56.87,          0,     0.00,          0,     0.00,          0,     0.00,    0.75538,   -56.87,   0.755852,   122.99,          0,     0.00,          0,     0.00,          0,     0.00,   0.755852,   122.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6440071-1,     17.357,   179.79,          0,     0.00,          0,     0.00,          0,     0.00,     17.357,   179.79,    17.3578,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,    17.3578,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472355-1,    2.07351,   -59.81,          0,     0.00,          0,     0.00,          0,     0.00,    2.07351,   -59.81,    2.07391,   120.14,          0,     0.00,          0,     0.00,          0,     0.00,    2.07391,   120.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6351523-3,    56.2353,    66.61,          0,     0.00,          0,     0.00,          0,     0.00,    56.2353,    66.61,    56.2354,  -113.39,          0,     0.00,          0,     0.00,          0,     0.00,    56.2354,  -113.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047595-2,    5.92064,   -57.87,  0.0143212,   -71.85,    5.11032,    65.54,          0,     0.00,    5.28197,    -4.08,    5.92175,   122.09,  0.0102563,   108.15,      5.111,  -114.50,          0,     0.00,    5.28207,   175.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5800724-1,    1.96578,   -53.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.96578,   -53.67,    1.96582,   126.32,          0,     0.00,          0,     0.00,          0,     0.00,    1.96582,   126.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6422809-3,    138.077,   -59.55,    148.231,   178.25,    89.6215,    64.93,          0,     0.00,    52.2325,  -140.34,    138.077,   120.45,    148.231,    -1.75,    89.6216,  -115.07,          0,     0.00,    52.2325,    39.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5532744-1,   0.755283,   -55.32,          0,     0.00,          0,     0.00,          0,     0.00,   0.755283,   -55.32,   0.755369,   124.66,          0,     0.00,          0,     0.00,          0,     0.00,   0.755369,   124.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5594242-1,    548.879,   -42.39,    535.718,  -163.64,    464.152,    83.51,          0,     0.00,     81.998,  -133.25,    548.879,   137.61,    535.718,    16.36,    464.152,   -96.49,          0,     0.00,     81.998,    46.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979343-3,    6.58044,    64.30,          0,     0.00,          0,     0.00,          0,     0.00,    6.58044,    64.30,    6.58059,  -115.71,          0,     0.00,          0,     0.00,          0,     0.00,    6.58059,  -115.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5835137-1,    1.55262,   -59.69,          0,     0.00,          0,     0.00,          0,     0.00,    1.55262,   -59.69,    1.55303,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,    1.55303,   120.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6170199-2,   0.857394,    66.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.857394,    66.95,   0.857481,  -113.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.857481,  -113.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683821-1,    2.30351,    65.62,          0,     0.00,          0,     0.00,          0,     0.00,    2.30351,    65.62,    2.30391,  -114.41,          0,     0.00,          0,     0.00,          0,     0.00,    2.30391,  -114.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048110-2,    2.72797,   -55.26,          0,     0.00,          0,     0.00,          0,     0.00,    2.72797,   -55.26,     2.7295,   124.62,          0,     0.00,          0,     0.00,          0,     0.00,     2.7295,   124.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506306-2,    4.67671,   -59.52,    4.20245,   178.89,    2.93505,    64.89,          0,     0.00,    1.41754,  -114.33,     4.6769,   120.47,    4.20265,    -1.12,    2.93516,  -115.12,          0,     0.00,    1.41753,    65.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593219-1,    3.68802,    66.42,          0,     0.00,          0,     0.00,          0,     0.00,    3.68802,    66.42,    3.68837,  -113.60,          0,     0.00,          0,     0.00,          0,     0.00,    3.68837,  -113.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048087-1,    27.0268,  -176.19,          0,     0.00,          0,     0.00,          0,     0.00,    27.0268,  -176.19,    27.0269,     3.81,          0,     0.00,          0,     0.00,          0,     0.00,    27.0269,     3.81,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6268990-4,    12.9192,    65.02,          0,     0.00,          0,     0.00,          0,     0.00,    12.9192,    65.02,    12.9193,  -114.98,          0,     0.00,          0,     0.00,          0,     0.00,    12.9193,  -114.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8968082-2,    4.25284,  -176.31,          0,     0.00,          0,     0.00,          0,     0.00,    4.25284,  -176.31,    4.25523,     3.57,          0,     0.00,          0,     0.00,          0,     0.00,    4.25523,     3.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744344-1,    15.6882,   -59.79,          0,     0.00,          0,     0.00,          0,     0.00,    15.6882,   -59.79,    15.6884,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,    15.6884,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593220-2,    1.75041,    66.51,          0,     0.00,          0,     0.00,          0,     0.00,    1.75041,    66.51,    1.75067,  -113.52,          0,     0.00,          0,     0.00,          0,     0.00,    1.75067,  -113.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
